2024-09-01 | 4385.192 | 0.00 | 30000.00
2024-10-01 | 4809.027 | 9.67 | 32899.54
2024-11-01 | 5216.117 | 18.95 | 35684.53
2024-12-01 | 5555.963 | 26.70 | 38009.49
2025-01-01 | 6051.167 | 37.99 | 41397.28
2025-02-01 | 6446.547 | 47.01 | 44102.15
2025-03-01 | 6790.911 | 54.86 | 46458.02
2025-04-01 | 7033.515 | 60.39 | 48117.72
2025-05-01 | 7540.4801 | 71.95 | 51585.97
2025-06-01 | 7877.1812 | 79.63 | 53889.42
2025-07-01 | 8140.7769 | 85.64 | 55692.73
