04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 100 | NA | NA | GBA | Diciembre - 2016
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 439.4146 | 3.8 | 49.3 | Patagonia | Agosto - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 432.5079 | 1.4 | 31.6 | GBA | Septiembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 436.2809 | 2.4 | 26.2 | Pampeana | Septiembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 475.2252 | 2.6 | 32.5 | Noreste | Septiembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 514.9454 | 1.8 | 30.4 | Noroeste | Septiembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 486.9389 | 2.3 | 26.3 | Cuyo | Septiembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 481.1277 | 3.1 | 34.2 | Patagonia | Septiembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 556.5408 | 4.7 | 56.1 | GBA | Septiembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 630.8865 | 4.2 | 60.4 | Pampeana | Septiembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 651.9276 | 3.4 | 59.1 | Noreste | Septiembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 637.1643 | 3.6 | 60.8 | Noroeste | Septiembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 650.375 | 3.8 | 62.5 | Cuyo | Septiembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 606.0281 | 3.5 | 54.1 | Patagonia | Septiembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 533.3557 | 3.7 | 58.4 | GBA | Septiembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 615.9715 | 2.7 | 63.6 | Pampeana | Septiembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 611.0326 | 2.2 | 60.2 | Noreste | Septiembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 558.9006 | 2.2 | 62.2 | Noroeste | Septiembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 630.0281 | 1.7 | 66.5 | Cuyo | Septiembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 664.2194 | 2.9 | 67.5 | Patagonia | Septiembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 483.9435 | 3.9 | 29.2 | GBA | Septiembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 473.7768 | 1.7 | 28 | Pampeana | Septiembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 487.1432 | 3.1 | 34.6 | Noreste | Septiembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 513.5934 | 1 | 32.5 | Noroeste | Septiembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 458.4683 | 1.9 | 31.5 | Cuyo | Septiembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 458.7509 | 3.7 | 38.5 | Patagonia | Septiembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 520.4777 | 3.4 | 52.3 | GBA | Septiembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 521.6877 | 4.4 | 56.1 | Pampeana | Septiembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 514.3744 | 3.2 | 45.8 | Noreste | Septiembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 512.5989 | 3.7 | 45.2 | Noroeste | Septiembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 501.5198 | 2.3 | 43.6 | Cuyo | Septiembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 516.4493 | 5.7 | 47.6 | Patagonia | Septiembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 506.6458 | 3.7 | 58.4 | GBA | Septiembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 423.8425 | 2.9 | 50.2 | Pampeana | Septiembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 457.6055 | 2.1 | 39.9 | Noreste | Septiembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 504.2567 | 2.3 | 46.9 | Noroeste | Septiembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 395.5928 | 2.7 | 36.9 | Cuyo | Septiembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 364.6539 | 1.3 | 36.9 | Patagonia | Septiembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 491.3744 | 4.5 | 61.9 | GBA | Septiembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 500.1882 | 3.9 | 56.8 | Pampeana | Septiembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 485.3504 | 3.5 | 53.1 | Noreste | Septiembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 517.7003 | 3.6 | 62.1 | Noroeste | Septiembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 535.6698 | 2.2 | 63.4 | Cuyo | Septiembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 459.6378 | 4.6 | 55.3 | Patagonia | Septiembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 445.2315 | 2.9 | 32.5 | GBA | Octubre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 444.8753 | 2 | 25.5 | Pampeana | Octubre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 483.6138 | 1.8 | 31.3 | Noreste | Octubre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 522.09 | 1.4 | 30.4 | Noroeste | Octubre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 510.5533 | 4.8 | 28.9 | Cuyo | Octubre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 490.5472 | 2 | 33.3 | Patagonia | Octubre - 2021
06 | Salud | Nivel general y divisiones COICOP | 588.5367 | 5.7 | 61 | GBA | Octubre - 2021
06 | Salud | Nivel general y divisiones COICOP | 657.7871 | 4.3 | 61.6 | Pampeana | Octubre - 2021
06 | Salud | Nivel general y divisiones COICOP | 674.999 | 3.5 | 60.1 | Noreste | Octubre - 2021
06 | Salud | Nivel general y divisiones COICOP | 657.3747 | 3.2 | 60.1 | Noroeste | Octubre - 2021
06 | Salud | Nivel general y divisiones COICOP | 675.259 | 3.8 | 62.1 | Cuyo | Octubre - 2021
06 | Salud | Nivel general y divisiones COICOP | 629.158 | 3.8 | 54.5 | Patagonia | Octubre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 550.2513 | 3.2 | 56.9 | GBA | Octubre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 634.1371 | 2.9 | 61.4 | Pampeana | Octubre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 635.2802 | 4 | 60.3 | Noreste | Octubre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 572.6187 | 2.5 | 60.3 | Noroeste | Octubre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 651.3316 | 3.4 | 64.4 | Cuyo | Octubre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 684.6932 | 3.1 | 67.2 | Patagonia | Octubre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 488.7798 | 1 | 31.2 | GBA | Octubre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 480.7987 | 1.5 | 29.3 | Pampeana | Octubre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 492.877 | 1.2 | 36 | Noreste | Octubre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 518.369 | 0.9 | 35.4 | Noroeste | Octubre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 464.2007 | 1.3 | 32.3 | Cuyo | Octubre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 459.4613 | 0.2 | 38.3 | Patagonia | Octubre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 545.2419 | 4.8 | 55.7 | GBA | Octubre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 538.5068 | 3.2 | 56.4 | Pampeana | Octubre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 533.8951 | 3.8 | 47.1 | Noreste | Octubre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 537.2376 | 4.8 | 51.4 | Noroeste | Octubre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 520.0075 | 3.7 | 44.3 | Cuyo | Octubre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 524.8739 | 1.6 | 45.6 | Patagonia | Octubre - 2021
10 | Educación | Nivel general y divisiones COICOP | 511.521 | 1 | 59.9 | GBA | Octubre - 2021
10 | Educación | Nivel general y divisiones COICOP | 432.3711 | 2 | 52.9 | Pampeana | Octubre - 2021
10 | Educación | Nivel general y divisiones COICOP | 458.4143 | 0.2 | 39.9 | Noreste | Octubre - 2021
10 | Educación | Nivel general y divisiones COICOP | 509.0213 | 0.9 | 48 | Noroeste | Octubre - 2021
10 | Educación | Nivel general y divisiones COICOP | 411.6703 | 4.1 | 41.9 | Cuyo | Octubre - 2021
10 | Educación | Nivel general y divisiones COICOP | 368.6794 | 1.1 | 38.5 | Patagonia | Octubre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 511.343 | 4.1 | 63 | GBA | Octubre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 523.0063 | 4.6 | 58.3 | Pampeana | Octubre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 508.8949 | 4.9 | 57.9 | Noreste | Octubre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 534.297 | 3.2 | 60.5 | Noroeste | Octubre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 552.694 | 3.2 | 62.2 | Cuyo | Octubre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 474.9564 | 3.3 | 57.1 | Patagonia | Octubre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 453.1519 | 1.8 | 31.6 | GBA | Noviembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 456.8656 | 2.7 | 25.1 | Pampeana | Noviembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 498.1025 | 3 | 31.5 | Noreste | Noviembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 535.857 | 2.6 | 32.8 | Noroeste | Noviembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 518.981 | 1.7 | 28 | Cuyo | Noviembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 499.4052 | 1.8 | 32.6 | Patagonia | Noviembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 600.7632 | 2.1 | 58.9 | GBA | Noviembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 674.0487 | 2.5 | 59.7 | Pampeana | Noviembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 697.6908 | 3.4 | 58.7 | Noreste | Noviembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 675.8038 | 2.8 | 57.3 | Noroeste | Noviembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 695.1112 | 2.9 | 60.2 | Cuyo | Noviembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 650.2498 | 3.4 | 55.3 | Patagonia | Noviembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 559.356 | 1.7 | 53.2 | GBA | Noviembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 648.858 | 2.3 | 60.2 | Pampeana | Noviembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 659.135 | 3.8 | 60 | Noreste | Noviembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 586.2348 | 2.4 | 58.3 | Noroeste | Noviembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 672.4252 | 3.2 | 64.3 | Cuyo | Noviembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 705.9488 | 3.1 | 67.2 | Patagonia | Noviembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 488.2506 | -0.1 | 33.5 | GBA | Noviembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 490.8675 | 2.1 | 31.7 | Pampeana | Noviembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 494.8439 | 0.4 | 36.6 | Noreste | Noviembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 527.3223 | 1.7 | 35 | Noroeste | Noviembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 466.1801 | 0.4 | 32 | Cuyo | Noviembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 460.4184 | 0.2 | 38.8 | Patagonia | Noviembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 550.1614 | 0.9 | 48.9 | GBA | Noviembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 548.9392 | 1.9 | 51.4 | Pampeana | Noviembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 545.5868 | 2.2 | 41.7 | Noreste | Noviembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 546.6622 | 1.8 | 48.8 | Noroeste | Noviembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 533.2415 | 2.5 | 41.4 | Cuyo | Noviembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 530.3905 | 1.1 | 45.2 | Patagonia | Noviembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 513.5276 | 0.4 | 59.7 | GBA | Noviembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 439.5251 | 1.7 | 54.9 | Pampeana | Noviembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 458.4926 | 0 | 39.5 | Noreste | Noviembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 512.027 | 0.6 | 48.9 | Noroeste | Noviembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 418.9341 | 1.8 | 41.8 | Cuyo | Noviembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 370.3765 | 0.5 | 38.8 | Patagonia | Noviembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 541.9437 | 6 | 67 | GBA | Noviembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 546.1543 | 4.4 | 60.4 | Pampeana | Noviembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 538.4972 | 5.8 | 61.6 | Noreste | Noviembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 552.5696 | 3.4 | 60.3 | Noroeste | Noviembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 575.5834 | 4.1 | 64.9 | Cuyo | Noviembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 484.7825 | 2.1 | 56.9 | Patagonia | Noviembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 464.4451 | 2.5 | 29.6 | GBA | Diciembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 465.594 | 1.9 | 24.7 | Pampeana | Diciembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 506.5422 | 1.7 | 31.5 | Noreste | Diciembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 544.3789 | 1.6 | 33 | Noroeste | Diciembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 525.6726 | 1.3 | 27.6 | Cuyo | Diciembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 508.8212 | 1.9 | 32.2 | Patagonia | Diciembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 603.1502 | 0.4 | 50.9 | GBA | Diciembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 676.9793 | 0.4 | 52.6 | Pampeana | Diciembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 703.9309 | 0.9 | 53.1 | Noreste | Diciembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 681.7927 | 0.9 | 52.1 | Noroeste | Diciembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 701.0687 | 0.9 | 53.6 | Cuyo | Diciembre - 2021
06 | Salud | Nivel general y divisiones COICOP | 653.4482 | 0.5 | 50.9 | Patagonia | Diciembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 597.0836 | 6.7 | 55.7 | GBA | Diciembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 672.1835 | 3.6 | 58.4 | Pampeana | Diciembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 680.117 | 3.2 | 59.4 | Noreste | Diciembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 607.1622 | 3.6 | 56.7 | Noroeste | Diciembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 697.5245 | 3.7 | 61.6 | Cuyo | Diciembre - 2021
07 | Transporte | Nivel general y divisiones COICOP | 732.656 | 3.8 | 64.5 | Patagonia | Diciembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 495.7511 | 1.5 | 35.6 | GBA | Diciembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 500.9088 | 2 | 34.5 | Pampeana | Diciembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 504.9998 | 2.1 | 38.4 | Noreste | Diciembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 538.9656 | 2.2 | 38.4 | Noroeste | Diciembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 477.3203 | 2.4 | 35.4 | Cuyo | Diciembre - 2021
08 | Comunicación | Nivel general y divisiones COICOP | 470.3278 | 2.2 | 41 | Patagonia | Diciembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 575.0976 | 4.5 | 48.4 | GBA | Diciembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 568.3825 | 3.5 | 46.5 | Pampeana | Diciembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 559.7483 | 2.6 | 42.3 | Noreste | Diciembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 566.2902 | 3.6 | 47.7 | Noroeste | Diciembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 554.582 | 4 | 42.7 | Cuyo | Diciembre - 2021
09 | Recreación y cultura | Nivel general y divisiones COICOP | 547.4848 | 3.2 | 47.1 | Patagonia | Diciembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 521.8127 | 1.6 | 62.3 | GBA | Diciembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 441.5079 | 0.5 | 55.4 | Pampeana | Diciembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 461.763 | 0.7 | 40.5 | Noreste | Diciembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 512.0955 | 0 | 48.4 | Noroeste | Diciembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 423.0259 | 1 | 42.9 | Cuyo | Diciembre - 2021
10 | Educación | Nivel general y divisiones COICOP | 370.3765 | 0 | 39.3 | Patagonia | Diciembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 575.9063 | 6.3 | 68.1 | GBA | Diciembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 571.515 | 4.6 | 62 | Pampeana | Diciembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 588.6231 | 9.3 | 66.3 | Noreste | Diciembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 596.8212 | 8 | 67.3 | Noroeste | Diciembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 609.5021 | 5.9 | 65.9 | Cuyo | Diciembre - 2021
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 507.5991 | 4.7 | 60.2 | Patagonia | Diciembre - 2021
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 469.0176 | 1 | 32.1 | GBA | Enero - 2022
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 475.309 | 2.1 | 24.1 | Pampeana | Enero - 2022
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 519.3987 | 2.5 | 33.6 | Noreste | Enero - 2022
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 555.8413 | 2.1 | 26.9 | Noroeste | Enero - 2022
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 541.3698 | 3 | 28.4 | Cuyo | Enero - 2022
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 531.3974 | 4.4 | 36.2 | Patagonia | Enero - 2022
06 | Salud | Nivel general y divisiones COICOP | 632.4334 | 4.9 | 53.3 | GBA | Enero - 2022
06 | Salud | Nivel general y divisiones COICOP | 701.8927 | 3.7 | 53.2 | Pampeana | Enero - 2022
06 | Salud | Nivel general y divisiones COICOP | 728.1871 | 3.4 | 52.7 | Noreste | Enero - 2022
06 | Salud | Nivel general y divisiones COICOP | 702.8572 | 3.1 | 49.1 | Noroeste | Enero - 2022
06 | Salud | Nivel general y divisiones COICOP | 726.7274 | 3.7 | 54.3 | Cuyo | Enero - 2022
06 | Salud | Nivel general y divisiones COICOP | 675.7371 | 3.4 | 51.3 | Patagonia | Enero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 608.8994 | 2 | 54.4 | GBA | Enero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 695.7262 | 3.5 | 55.3 | Pampeana | Enero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 700.9185 | 3.1 | 54.5 | Noreste | Enero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 623.3426 | 2.7 | 50.3 | Noroeste | Enero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 720.2962 | 3.3 | 58.5 | Cuyo | Enero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 758.3678 | 3.5 | 58.4 | Patagonia | Enero - 2022
08 | Comunicación | Nivel general y divisiones COICOP | 539.1585 | 8.8 | 26.3 | GBA | Enero - 2022
08 | Comunicación | Nivel general y divisiones COICOP | 532.0055 | 6.2 | 26.1 | Pampeana | Enero - 2022
08 | Comunicación | Nivel general y divisiones COICOP | 542.0942 | 7.3 | 31.4 | Noreste | Enero - 2022
08 | Comunicación | Nivel general y divisiones COICOP | 574.3108 | 6.6 | 27.4 | Noroeste | Enero - 2022
08 | Comunicación | Nivel general y divisiones COICOP | 511.9873 | 7.3 | 28.1 | Cuyo | Enero - 2022
08 | Comunicación | Nivel general y divisiones COICOP | 499.7398 | 6.3 | 29.3 | Patagonia | Enero - 2022
09 | Recreación y cultura | Nivel general y divisiones COICOP | 604.4783 | 5.1 | 49.3 | GBA | Enero - 2022
09 | Recreación y cultura | Nivel general y divisiones COICOP | 586.9918 | 3.3 | 43.1 | Pampeana | Enero - 2022
09 | Recreación y cultura | Nivel general y divisiones COICOP | 577.1529 | 3.1 | 41 | Noreste | Enero - 2022
09 | Recreación y cultura | Nivel general y divisiones COICOP | 585.7392 | 3.4 | 45.3 | Noroeste | Enero - 2022
09 | Recreación y cultura | Nivel general y divisiones COICOP | 585.5443 | 5.6 | 46.7 | Cuyo | Enero - 2022
09 | Recreación y cultura | Nivel general y divisiones COICOP | 563.9063 | 3 | 44.8 | Patagonia | Enero - 2022
10 | Educación | Nivel general y divisiones COICOP | 525.6626 | 0.7 | 62.4 | GBA | Enero - 2022
10 | Educación | Nivel general y divisiones COICOP | 444.7139 | 0.7 | 56.5 | Pampeana | Enero - 2022
10 | Educación | Nivel general y divisiones COICOP | 464.2632 | 0.5 | 41.1 | Noreste | Enero - 2022
10 | Educación | Nivel general y divisiones COICOP | 518.885 | 1.3 | 47.1 | Noroeste | Enero - 2022
10 | Educación | Nivel general y divisiones COICOP | 426.9505 | 0.9 | 44.2 | Cuyo | Enero - 2022
10 | Educación | Nivel general y divisiones COICOP | 371.4297 | 0.3 | 37.8 | Patagonia | Enero - 2022
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 610.0734 | 5.9 | 68.3 | GBA | Enero - 2022
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 599.4918 | 4.9 | 62.5 | Pampeana | Enero - 2022
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 621.0082 | 5.5 | 67.7 | Noreste | Enero - 2022
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 629.0815 | 5.4 | 65 | Noroeste | Enero - 2022
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 662.6353 | 8.7 | 68.7 | Cuyo | Enero - 2022
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 538.7371 | 6.1 | 63.7 | Patagonia | Enero - 2022
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 480.7991 | 2.5 | 32.5 | GBA | Febrero - 2022
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 493.0212 | 3.7 | 26.7 | Pampeana | Febrero - 2022
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 532.3501 | 2.5 | 35.1 | Noreste | Febrero - 2022
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 557.9594 | 0.4 | 26.4 | Noroeste | Febrero - 2022
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 562.7882 | 4 | 26.2 | Cuyo | Febrero - 2022
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 546.7146 | 2.9 | 38 | Patagonia | Febrero - 2022
06 | Salud | Nivel general y divisiones COICOP | 652.1907 | 3.1 | 53.5 | GBA | Febrero - 2022
06 | Salud | Nivel general y divisiones COICOP | 728.4243 | 3.8 | 53.4 | Pampeana | Febrero - 2022
06 | Salud | Nivel general y divisiones COICOP | 762.85 | 4.8 | 50.4 | Noreste | Febrero - 2022
06 | Salud | Nivel general y divisiones COICOP | 733.0798 | 4.3 | 50.7 | Noroeste | Febrero - 2022
06 | Salud | Nivel general y divisiones COICOP | 757.962 | 4.3 | 55.1 | Cuyo | Febrero - 2022
06 | Salud | Nivel general y divisiones COICOP | 705.267 | 4.4 | 50.8 | Patagonia | Febrero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 633.8206 | 4.1 | 53.3 | GBA | Febrero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 733.7331 | 5.5 | 56.2 | Pampeana | Febrero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 741.5623 | 5.8 | 55.9 | Noreste | Febrero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 659.1657 | 5.7 | 52.6 | Noroeste | Febrero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 763.9151 | 6.1 | 59.1 | Cuyo | Febrero - 2022
07 | Transporte | Nivel general y divisiones COICOP | 798.9526 | 5.4 | 59.9 | Patagonia | Febrero - 2022
