04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 100 | NA | NA | GBA | Diciembre - 2016
08 | Comunicación | Nivel general y divisiones COICOP | 148.5419 | -0.1 | 26.6 | Cuyo | Abril - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 143.6053 | 0 | 24.6 | Patagonia | Abril - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 130.8525 | 2.1 | 20.8 | GBA | Abril - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 132.5952 | 1.6 | 22.6 | Pampeana | Abril - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 131.2139 | 1 | 20.2 | Noreste | Abril - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 139.4962 | 2.9 | 29.5 | Noroeste | Abril - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 131.4541 | 2.1 | 21.7 | Cuyo | Abril - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 135.4028 | 1.1 | 24.3 | Patagonia | Abril - 2018
10 | Educación | Nivel general y divisiones COICOP | 152.0724 | 0.6 | 30.8 | GBA | Abril - 2018
10 | Educación | Nivel general y divisiones COICOP | 152.3955 | 0.3 | 30.4 | Pampeana | Abril - 2018
10 | Educación | Nivel general y divisiones COICOP | 164.9556 | 0.5 | 31.7 | Noreste | Abril - 2018
10 | Educación | Nivel general y divisiones COICOP | 171.5843 | 1.5 | 30.2 | Noroeste | Abril - 2018
10 | Educación | Nivel general y divisiones COICOP | 157.8711 | 6.2 | 28.3 | Cuyo | Abril - 2018
10 | Educación | Nivel general y divisiones COICOP | 157.5463 | -0.1 | 27.4 | Patagonia | Abril - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 133.5964 | 2.2 | 23.3 | GBA | Abril - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 134.0968 | 2.8 | 24.7 | Pampeana | Abril - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 129.0431 | 1.2 | 16.4 | Noreste | Abril - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 130.6261 | 1.7 | 21.9 | Noroeste | Abril - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 135.7439 | 1.4 | 27.2 | Cuyo | Abril - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 136.3142 | 2.1 | 26.6 | Patagonia | Abril - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 170.0052 | -1.3 | 44 | GBA | Mayo - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 175.9514 | -0.9 | 50.2 | Pampeana | Mayo - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 176.355 | 1.1 | 49.7 | Noreste | Mayo - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 202.7461 | 1.7 | 49.5 | Noroeste | Mayo - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 192.1193 | -0.3 | 52.5 | Cuyo | Mayo - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 181.6514 | 0 | 47.4 | Patagonia | Mayo - 2018
06 | Salud | Nivel general y divisiones COICOP | 139.4698 | 2.3 | 27 | GBA | Mayo - 2018
06 | Salud | Nivel general y divisiones COICOP | 141.2139 | 1.9 | 26.8 | Pampeana | Mayo - 2018
06 | Salud | Nivel general y divisiones COICOP | 139.2183 | 2.5 | 23.6 | Noreste | Mayo - 2018
06 | Salud | Nivel general y divisiones COICOP | 138.2753 | 3 | 24.7 | Noroeste | Mayo - 2018
06 | Salud | Nivel general y divisiones COICOP | 142.2541 | 1.5 | 27.5 | Cuyo | Mayo - 2018
06 | Salud | Nivel general y divisiones COICOP | 142.8435 | 3 | 26.9 | Patagonia | Mayo - 2018
07 | Transporte | Nivel general y divisiones COICOP | 136.4371 | 2 | 28.5 | GBA | Mayo - 2018
07 | Transporte | Nivel general y divisiones COICOP | 139.6625 | 1.6 | 30.2 | Pampeana | Mayo - 2018
07 | Transporte | Nivel general y divisiones COICOP | 140.3248 | 1.6 | 33.8 | Noreste | Mayo - 2018
07 | Transporte | Nivel general y divisiones COICOP | 143.1119 | 2.2 | 32.2 | Noroeste | Mayo - 2018
07 | Transporte | Nivel general y divisiones COICOP | 145.518 | 2.2 | 33.5 | Cuyo | Mayo - 2018
07 | Transporte | Nivel general y divisiones COICOP | 144.1365 | 2.9 | 33.4 | Patagonia | Mayo - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 157.0028 | 3.6 | 32.8 | GBA | Mayo - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 167.5772 | 4.9 | 40.5 | Pampeana | Mayo - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 158.7191 | 2.9 | 31.7 | Noreste | Mayo - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 169.8319 | 3.6 | 40.5 | Noroeste | Mayo - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 152.3378 | 2.6 | 29.8 | Cuyo | Mayo - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 147.6632 | 2.8 | 28 | Patagonia | Mayo - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 133.4245 | 2 | 22.1 | GBA | Mayo - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 137.2793 | 3.5 | 27.1 | Pampeana | Mayo - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 134.9106 | 2.8 | 23 | Noreste | Mayo - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 140.453 | 0.7 | 29 | Noroeste | Mayo - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 134.717 | 2.5 | 21.5 | Cuyo | Mayo - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 139.329 | 2.9 | 23.8 | Patagonia | Mayo - 2018
10 | Educación | Nivel general y divisiones COICOP | 152.5495 | 0.3 | 28.7 | GBA | Mayo - 2018
10 | Educación | Nivel general y divisiones COICOP | 155.4438 | 2 | 30.5 | Pampeana | Mayo - 2018
10 | Educación | Nivel general y divisiones COICOP | 165.3649 | 0.2 | 32.1 | Noreste | Mayo - 2018
10 | Educación | Nivel general y divisiones COICOP | 172.2076 | 0.4 | 29.5 | Noroeste | Mayo - 2018
10 | Educación | Nivel general y divisiones COICOP | 158.4645 | 0.4 | 25.8 | Cuyo | Mayo - 2018
10 | Educación | Nivel general y divisiones COICOP | 158.6671 | 0.7 | 28.1 | Patagonia | Mayo - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 136.359 | 2.1 | 24.5 | GBA | Mayo - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 138.4391 | 3.2 | 26.3 | Pampeana | Mayo - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 132.6337 | 2.8 | 16.2 | Noreste | Mayo - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 132.4006 | 1.4 | 21.4 | Noroeste | Mayo - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 137.7982 | 1.5 | 28.1 | Cuyo | Mayo - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 138.3012 | 1.5 | 28.1 | Patagonia | Mayo - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 176.5691 | 3.9 | 46 | GBA | Junio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 178.9518 | 1.7 | 50.9 | Pampeana | Junio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 179.7354 | 1.9 | 48.7 | Noreste | Junio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 206.5979 | 1.9 | 51.5 | Noroeste | Junio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 195.2993 | 1.7 | 53.6 | Cuyo | Junio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 182.4656 | 0.4 | 46.3 | Patagonia | Junio - 2018
06 | Salud | Nivel general y divisiones COICOP | 146.1936 | 4.8 | 31.5 | GBA | Junio - 2018
06 | Salud | Nivel general y divisiones COICOP | 146.6442 | 3.8 | 29.7 | Pampeana | Junio - 2018
06 | Salud | Nivel general y divisiones COICOP | 146.7479 | 5.4 | 28.2 | Noreste | Junio - 2018
06 | Salud | Nivel general y divisiones COICOP | 142.526 | 3.1 | 26.5 | Noroeste | Junio - 2018
06 | Salud | Nivel general y divisiones COICOP | 147.5675 | 3.7 | 29.7 | Cuyo | Junio - 2018
06 | Salud | Nivel general y divisiones COICOP | 148.4642 | 3.9 | 29.7 | Patagonia | Junio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 145.3092 | 6.5 | 36.4 | GBA | Junio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 147.8952 | 5.9 | 36.9 | Pampeana | Junio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 146.6386 | 4.5 | 37.6 | Noreste | Junio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 149.8176 | 4.7 | 37.2 | Noroeste | Junio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 151.9012 | 4.4 | 35.8 | Cuyo | Junio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 152.3795 | 5.7 | 39.9 | Patagonia | Junio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 157.3577 | 0.2 | 30.6 | GBA | Junio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 168.2496 | 0.4 | 40 | Pampeana | Junio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 159.8092 | 0.7 | 32.3 | Noreste | Junio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 170.7499 | 0.5 | 40.2 | Noroeste | Junio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 153.1673 | 0.5 | 30.8 | Cuyo | Junio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 149.1522 | 1 | 28.3 | Patagonia | Junio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 138.5918 | 3.9 | 23.1 | GBA | Junio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 141.4559 | 3 | 28.7 | Pampeana | Junio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 137.1451 | 1.7 | 22.1 | Noreste | Junio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 142.8296 | 1.7 | 29.4 | Noroeste | Junio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 139.9474 | 3.9 | 24.1 | Cuyo | Junio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 145.4526 | 4.4 | 26.1 | Patagonia | Junio - 2018
10 | Educación | Nivel general y divisiones COICOP | 154.778 | 1.5 | 29.6 | GBA | Junio - 2018
10 | Educación | Nivel general y divisiones COICOP | 157.6552 | 1.4 | 30 | Pampeana | Junio - 2018
10 | Educación | Nivel general y divisiones COICOP | 166.1356 | 0.5 | 32.4 | Noreste | Junio - 2018
10 | Educación | Nivel general y divisiones COICOP | 173.216 | 0.6 | 29.8 | Noroeste | Junio - 2018
10 | Educación | Nivel general y divisiones COICOP | 159.464 | 0.6 | 26.6 | Cuyo | Junio - 2018
10 | Educación | Nivel general y divisiones COICOP | 158.7554 | 0.1 | 27.9 | Patagonia | Junio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 140.6163 | 3.1 | 26.3 | GBA | Junio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 141.3371 | 2.1 | 27.5 | Pampeana | Junio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 136.1575 | 2.7 | 18.7 | Noreste | Junio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 135.7591 | 2.5 | 24.1 | Noroeste | Junio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 142.0747 | 3.1 | 30.7 | Cuyo | Junio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 141.3167 | 2.2 | 29.5 | Patagonia | Junio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 176.5774 | 0 | 42.5 | GBA | Julio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 182.821 | 2.2 | 51.8 | Pampeana | Julio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 182.4848 | 1.5 | 48.7 | Noreste | Julio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 208.6886 | 1 | 50.5 | Noroeste | Julio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 198.1353 | 1.5 | 54.3 | Cuyo | Julio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 185.9403 | 1.9 | 45.7 | Patagonia | Julio - 2018
06 | Salud | Nivel general y divisiones COICOP | 149.7694 | 2.4 | 30.2 | GBA | Julio - 2018
06 | Salud | Nivel general y divisiones COICOP | 151.367 | 3.2 | 29.1 | Pampeana | Julio - 2018
06 | Salud | Nivel general y divisiones COICOP | 150.924 | 2.8 | 29.7 | Noreste | Julio - 2018
06 | Salud | Nivel general y divisiones COICOP | 147.5126 | 3.5 | 27.1 | Noroeste | Julio - 2018
06 | Salud | Nivel general y divisiones COICOP | 151.8435 | 2.9 | 29.5 | Cuyo | Julio - 2018
06 | Salud | Nivel general y divisiones COICOP | 151.7314 | 2.2 | 29.4 | Patagonia | Julio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 151.5932 | 4.3 | 40.3 | GBA | Julio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 156.527 | 5.8 | 40.9 | Pampeana | Julio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 158.0892 | 7.8 | 42.8 | Noreste | Julio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 157.565 | 5.2 | 40.2 | Noroeste | Julio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 160.566 | 5.7 | 42.2 | Cuyo | Julio - 2018
07 | Transporte | Nivel general y divisiones COICOP | 161.9744 | 6.3 | 44.4 | Patagonia | Julio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 158.0181 | 0.4 | 30.5 | GBA | Julio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 169.1785 | 0.6 | 38.6 | Pampeana | Julio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 161.5288 | 1.1 | 32.7 | Noreste | Julio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 172.4652 | 1 | 41.7 | Noroeste | Julio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 155.1623 | 1.3 | 29.5 | Cuyo | Julio - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 150.4334 | 0.9 | 28.6 | Patagonia | Julio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 145.2476 | 4.8 | 25.1 | GBA | Julio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 149.83 | 5.9 | 29.9 | Pampeana | Julio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 141.8834 | 3.5 | 23.6 | Noreste | Julio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 148.015 | 3.6 | 30.9 | Noroeste | Julio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 147.2062 | 5.2 | 27.7 | Cuyo | Julio - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 152.5269 | 4.9 | 29 | Patagonia | Julio - 2018
10 | Educación | Nivel general y divisiones COICOP | 158.2487 | 2.2 | 31.6 | GBA | Julio - 2018
10 | Educación | Nivel general y divisiones COICOP | 159.9452 | 1.5 | 30.8 | Pampeana | Julio - 2018
10 | Educación | Nivel general y divisiones COICOP | 167.5365 | 0.8 | 32.1 | Noreste | Julio - 2018
10 | Educación | Nivel general y divisiones COICOP | 176.4408 | 1.9 | 30.4 | Noroeste | Julio - 2018
10 | Educación | Nivel general y divisiones COICOP | 161.1032 | 1 | 26.7 | Cuyo | Julio - 2018
10 | Educación | Nivel general y divisiones COICOP | 160.7528 | 1.3 | 28.7 | Patagonia | Julio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 144.8046 | 3 | 26.9 | GBA | Julio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 144.7343 | 2.4 | 26.6 | Pampeana | Julio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 139.4626 | 2.4 | 21.4 | Noreste | Julio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 141.6122 | 4.3 | 27.3 | Noroeste | Julio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 148.0265 | 4.2 | 32.9 | Cuyo | Julio - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 143.9418 | 1.9 | 28.4 | Patagonia | Julio - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 191.835 | 8.6 | 50.9 | GBA | Agosto - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 188.6791 | 3.2 | 54 | Pampeana | Agosto - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 192.8235 | 5.7 | 54 | Noreste | Agosto - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 221.8472 | 6.3 | 58.8 | Noroeste | Agosto - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 210.2986 | 6.1 | 60.2 | Cuyo | Agosto - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 190.7651 | 2.6 | 45.5 | Patagonia | Agosto - 2018
06 | Salud | Nivel general y divisiones COICOP | 157.345 | 5.1 | 33 | GBA | Agosto - 2018
06 | Salud | Nivel general y divisiones COICOP | 156.5533 | 3.4 | 30.6 | Pampeana | Agosto - 2018
06 | Salud | Nivel general y divisiones COICOP | 155.4327 | 3 | 30.3 | Noreste | Agosto - 2018
06 | Salud | Nivel general y divisiones COICOP | 151.8923 | 3 | 28.2 | Noroeste | Agosto - 2018
06 | Salud | Nivel general y divisiones COICOP | 156.379 | 3 | 30.8 | Cuyo | Agosto - 2018
06 | Salud | Nivel general y divisiones COICOP | 156.336 | 3 | 30.9 | Patagonia | Agosto - 2018
07 | Transporte | Nivel general y divisiones COICOP | 156.6031 | 3.3 | 43.3 | GBA | Agosto - 2018
07 | Transporte | Nivel general y divisiones COICOP | 163.9694 | 4.8 | 46 | Pampeana | Agosto - 2018
07 | Transporte | Nivel general y divisiones COICOP | 165.6958 | 4.8 | 48.5 | Noreste | Agosto - 2018
07 | Transporte | Nivel general y divisiones COICOP | 164.7258 | 4.5 | 44.9 | Noroeste | Agosto - 2018
07 | Transporte | Nivel general y divisiones COICOP | 166.3646 | 3.6 | 46.6 | Cuyo | Agosto - 2018
07 | Transporte | Nivel general y divisiones COICOP | 170.3602 | 5.2 | 49.5 | Patagonia | Agosto - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 182.2124 | 15.3 | 47.7 | GBA | Agosto - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 187.5521 | 10.9 | 52.3 | Pampeana | Agosto - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 175.6737 | 8.8 | 43.2 | Noreste | Agosto - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 187.4043 | 8.7 | 50.5 | Noroeste | Agosto - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 169.1194 | 9 | 39.3 | Cuyo | Agosto - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 164.3885 | 9.3 | 38.1 | Patagonia | Agosto - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 147.2747 | 1.4 | 26.8 | GBA | Agosto - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 159.1987 | 6.3 | 37.2 | Pampeana | Agosto - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 144.7698 | 2 | 22.6 | Noreste | Agosto - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 152.724 | 3.2 | 31 | Noroeste | Agosto - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 150.852 | 2.5 | 29.5 | Cuyo | Agosto - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 155.0644 | 1.7 | 29.5 | Patagonia | Agosto - 2018
10 | Educación | Nivel general y divisiones COICOP | 161.3912 | 2 | 32.3 | GBA | Agosto - 2018
10 | Educación | Nivel general y divisiones COICOP | 163.4399 | 2.2 | 29.5 | Pampeana | Agosto - 2018
10 | Educación | Nivel general y divisiones COICOP | 169.9057 | 1.4 | 32.3 | Noreste | Agosto - 2018
10 | Educación | Nivel general y divisiones COICOP | 179.7461 | 1.9 | 30.8 | Noroeste | Agosto - 2018
10 | Educación | Nivel general y divisiones COICOP | 163.1951 | 1.3 | 26.9 | Cuyo | Agosto - 2018
10 | Educación | Nivel general y divisiones COICOP | 161.773 | 0.6 | 28.2 | Patagonia | Agosto - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 148.3622 | 2.5 | 28.9 | GBA | Agosto - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 148.162 | 2.4 | 29.1 | Pampeana | Agosto - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 144.8913 | 3.9 | 26.2 | Noreste | Agosto - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 145.0923 | 2.5 | 28.5 | Noroeste | Agosto - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 149.4386 | 1 | 33.2 | Cuyo | Agosto - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 148.0441 | 2.8 | 30.3 | Patagonia | Agosto - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 193.24 | 0.7 | 50.7 | GBA | Septiembre - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 195.1555 | 3.4 | 52.8 | Pampeana | Septiembre - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 204.4885 | 6 | 62.2 | Noreste | Septiembre - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 227.8709 | 2.7 | 61.4 | Noroeste | Septiembre - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 215.5648 | 2.5 | 62.2 | Cuyo | Septiembre - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 202.4343 | 6.1 | 52.1 | Patagonia | Septiembre - 2018
06 | Salud | Nivel general y divisiones COICOP | 164.1223 | 4.3 | 35.4 | GBA | Septiembre - 2018
06 | Salud | Nivel general y divisiones COICOP | 163.7395 | 4.6 | 33.4 | Pampeana | Septiembre - 2018
06 | Salud | Nivel general y divisiones COICOP | 165.3278 | 6.4 | 36.3 | Noreste | Septiembre - 2018
06 | Salud | Nivel general y divisiones COICOP | 158.6412 | 4.4 | 31.4 | Noroeste | Septiembre - 2018
06 | Salud | Nivel general y divisiones COICOP | 163.5893 | 4.6 | 32.6 | Cuyo | Septiembre - 2018
06 | Salud | Nivel general y divisiones COICOP | 163.4901 | 4.6 | 32.5 | Patagonia | Septiembre - 2018
07 | Transporte | Nivel general y divisiones COICOP | 173.2611 | 10.6 | 57.1 | GBA | Septiembre - 2018
07 | Transporte | Nivel general y divisiones COICOP | 181.3792 | 10.6 | 60.5 | Pampeana | Septiembre - 2018
07 | Transporte | Nivel general y divisiones COICOP | 183.3163 | 10.6 | 63.1 | Noreste | Septiembre - 2018
07 | Transporte | Nivel general y divisiones COICOP | 177.6333 | 7.8 | 55.1 | Noroeste | Septiembre - 2018
07 | Transporte | Nivel general y divisiones COICOP | 181.2983 | 9 | 58.2 | Cuyo | Septiembre - 2018
07 | Transporte | Nivel general y divisiones COICOP | 190.5553 | 11.9 | 65 | Patagonia | Septiembre - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 184.712 | 1.4 | 48.3 | GBA | Septiembre - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 193.4102 | 3.1 | 54.9 | Pampeana | Septiembre - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 179.7385 | 2.3 | 45.5 | Noreste | Septiembre - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 193.1104 | 3 | 53.3 | Noroeste | Septiembre - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 171.874 | 1.6 | 41.5 | Cuyo | Septiembre - 2018
08 | Comunicación | Nivel general y divisiones COICOP | 165.2684 | 0.5 | 37.7 | Patagonia | Septiembre - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 159.1452 | 8.1 | 32.6 | GBA | Septiembre - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 167.697 | 5.3 | 41.1 | Pampeana | Septiembre - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 154.8696 | 7 | 29.3 | Noreste | Septiembre - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 163.0662 | 6.8 | 37.9 | Noroeste | Septiembre - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 161.8549 | 7.3 | 35.3 | Cuyo | Septiembre - 2018
09 | Recreación y cultura | Nivel general y divisiones COICOP | 163.6524 | 5.5 | 34.8 | Patagonia | Septiembre - 2018
10 | Educación | Nivel general y divisiones COICOP | 165.0215 | 2.2 | 28.6 | GBA | Septiembre - 2018
10 | Educación | Nivel general y divisiones COICOP | 165.7987 | 1.4 | 27.1 | Pampeana | Septiembre - 2018
10 | Educación | Nivel general y divisiones COICOP | 170.52 | 0.4 | 30.3 | Noreste | Septiembre - 2018
10 | Educación | Nivel general y divisiones COICOP | 181.3743 | 0.9 | 30.3 | Noroeste | Septiembre - 2018
10 | Educación | Nivel general y divisiones COICOP | 163.5566 | 0.2 | 26.5 | Cuyo | Septiembre - 2018
10 | Educación | Nivel general y divisiones COICOP | 163.5234 | 1.1 | 26.9 | Patagonia | Septiembre - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 157.6511 | 6.3 | 35.3 | GBA | Septiembre - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 155.0753 | 4.7 | 32.8 | Pampeana | Septiembre - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 154.3553 | 6.5 | 34.1 | Noreste | Septiembre - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 155.5604 | 7.2 | 35.5 | Noroeste | Septiembre - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 159.5595 | 6.8 | 39.6 | Cuyo | Septiembre - 2018
11 | Restaurantes y hoteles | Nivel general y divisiones COICOP | 154.6773 | 4.5 | 34.6 | Patagonia | Septiembre - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 206.9187 | 7.1 | 60.5 | GBA | Octubre - 2018
04 | Vivienda, agua, electricidad, gas y otros combustibles | Nivel general y divisiones COICOP | 218.0387 | 11.7 | 68.8 | Pampeana | Octubre - 2018
