2024-12-01 | 5555.963 | 0.00 | 50000.00
2025-01-01 | 6051.167 | 8.91 | 54456.51
2025-02-01 | 6446.547 | 16.03 | 58014.67
2025-03-01 | 6790.911 | 22.23 | 61113.72
2025-04-01 | 7033.515 | 26.59 | 63296.99
2025-05-01 | 7540.4801 | 35.72 | 67859.34
